collection,repeat_id,decision,final_T,final_B_pool,k_requested,selected_policy,reference_policy,loss,success,param_error,seed
trec-covid,17,selection,20,1877,20,trunc,best_in_menu_on_eval,0.00047350488399322543,True,,2217423
trec-covid,18,recalibration,20,1843,20,ad_probe,ad_c(full_target_scalar_reference),0.00425222709273132,True,33.095000997329294,2218423
trec-covid,18,selection,20,1843,20,trunc,best_in_menu_on_eval,0.028147551049557795,False,,2218423
trec-covid,19,recalibration,20,1875,20,ad_probe,ad_c(full_target_scalar_reference),0.0037134803751890377,True,38.82088841730581,2219423
trec-covid,19,selection,20,1875,20,trunc,best_in_menu_on_eval,0.03445351525971119,False,,2219423
trec-covid,20,recalibration,20,1847,20,ad_probe,ad_c(full_target_scalar_reference),0.0008276552974713081,True,6.141812249732311,2220423
trec-covid,20,selection,20,1847,20,trunc,best_in_menu_on_eval,0.010376005275918643,False,,2220423
trec-covid,21,recalibration,20,1808,20,ad_probe,ad_c(full_target_scalar_reference),0.0,True,0.0,2221423
trec-covid,21,selection,20,1808,20,glob_probe,best_in_menu_on_eval,0.010243313520921449,False,,2221423
trec-covid,22,recalibration,20,1856,20,ad_probe,ad_c(full_target_scalar_reference),0.005797021301478966,False,43.62331795402571,2222423
